,Tweets,id,len,date,source,likes,retweets
57,"Wednesday 6/3 at 7:35 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/NDszqVhoUs",1268217544369790976,140,2020-06-03 16:26:39,Twitter for iPhone,18,1
58,"Fire Restrictions Implemented in Zion National Park; Campfires Prohibited in Zion Canyon 
For more details, read th… https://t.co/pTL0nMuKfV",1267869841429426177,140,2020-06-02 17:25:00,Twitter Web App,5,0
59,"@kenia88684340 Typically, the Zion-Mount Carmel Hwy through the park stays open, even when the Scenic Drive is closed.",1267866033328582656,118,2020-06-02 17:09:52,Twitter Web App,1,0
60,"@ritasaurusrex Currently, there are no shuttles available.",1267865835445424133,58,2020-06-02 17:09:05,Twitter Web App,0,0
61,@intranius The road opens at 6am and the Lodge gate closes almost immediately.,1267865739823706112,78,2020-06-02 17:08:42,Twitter Web App,1,0
62,"@cgb787 At this time, there are no plans to begin issuing wilderness permits. Updates will be posted here: https://t.co/FK13jV3Khc",1267865560219439105,130,2020-06-02 17:08:00,Twitter Web App,1,0
63,"Tuesday 6/2 at 7:05 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/CKwB8pu9j3",1267805448540807168,140,2020-06-02 13:09:08,Twitter for iPhone,19,4
64,"@BowserCo If you have reservations at the Lodge, you will be allowed to drive at least that far.",1267632108782026754,96,2020-06-02 01:40:20,Twitter for iPhone,2,0
65,@PhishDicksRef It is first come first serve at this time.,1267631871350861824,57,2020-06-02 01:39:24,Twitter for iPhone,0,0
66,"@MMNXII Yes, but parking at the Lodge has been full as well. Please have a backup plan.",1267631781244801024,87,2020-06-02 01:39:02,Twitter for iPhone,0,0
67,@_aliciacurtis The Scenic Drive will reopen each day only if space is available. There is no schedule or place to w… https://t.co/EiB5rYywwg,1267631465900081152,140,2020-06-02 01:37:47,Twitter for iPhone,0,0
68,@HilbunSmallidge The West Rim trail is open for day hiking only.,1267630893809561600,64,2020-06-02 01:35:31,Twitter for iPhone,0,0
69,"@Bowler_832 At this time, there are no plans to use the shuttles. Updates will be posted on out website:… https://t.co/9rt95CYxoo",1267532995562360837,129,2020-06-01 19:06:30,Twitter Web App,0,0
70,@Dlee456 6am,1267532612450398208,12,2020-06-01 19:04:59,Twitter Web App,1,0
71,"Monday 6/1 at 7:00 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space be… https://t.co/3T5bfb1Ubh",1267441553334652928,140,2020-06-01 13:03:08,Twitter for iPhone,12,5
72,@valerie0169 There is a limited number of companies that have agreements with the park to provide shuttle services.… https://t.co/Gye9Hzez3i,1267436195450990592,140,2020-06-01 12:41:51,Twitter for iPhone,0,0
73,@phrankchang @TheAmyELee Some parking at the Lodge is reserved for people with reservations. The rangers at canyon… https://t.co/YBXqmyYCYl,1267435792843993090,139,2020-06-01 12:40:15,Twitter for iPhone,0,0
74,"@Christo70146710 At this time, there are no plans to open the chains of Angels Landing. Updates will be posted on o… https://t.co/m6Txp8yDgh",1267434954650075139,140,2020-06-01 12:36:55,Twitter for iPhone,0,0
75,"@Ruth_Kanfer The Scenic Drive will open intermittently, only when space is available. There is no schedule or any p… https://t.co/WJB8hR93RD",1267142194504204288,140,2020-05-31 17:13:36,Twitter Web App,1,0
76,"Sunday 5/31 at 7:00 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/18HhxuDwXj",1267078409068240896,140,2020-05-31 13:00:08,Twitter for iPhone,6,3
77,"Saturday 5/30 at 6:15 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space… https://t.co/PoiIhJK5uB",1266725731792351232,140,2020-05-30 13:38:43,Twitter Web App,27,2
78,@Geoff11048108 The gate will reopen periodically throughout the day as parking becomes available on the Scenic Driv… https://t.co/7RqIEmJTvN,1266448910521757696,140,2020-05-29 19:18:44,Twitter Web App,0,0
79,"Friday 5/29 at 7:15 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space b… https://t.co/H5mvleEt5q",1266362214098718724,140,2020-05-29 13:34:14,Twitter Web App,21,3
80,"Current trail closures:
-Angels Landing
-Canyon Overlook
-Lower Emerald Pools
-Observation Point (East Rim from Wee… https://t.co/Um91bR7GkW",1266121697096200192,140,2020-05-28 21:38:30,Twitter Web App,17,0
81,@Awwwwscar The bottom up Narrows is an out-and-back hike. Turn around at any time. The top-down Narrows requires a… https://t.co/oyR9YBsid2,1266094169698652162,139,2020-05-28 19:49:07,Twitter Web App,0,0
82,@AtseReal Parking filled at the Temple of Sinawava almost immediately.,1266092603973332992,70,2020-05-28 19:42:54,Twitter Web App,0,0
83,"@JennaRavenscrft The road is open intermittently, only as space allows. There is no schedule, there is no place to… https://t.co/qS1avcl4ik",1266092457621508096,139,2020-05-28 19:42:19,Twitter Web App,1,0
84,"Thursday at 7:36 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space beco… https://t.co/Tg6AKg2iCp",1266019871352999938,140,2020-05-28 14:53:53,Twitter for iPhone,19,2
85,"The National Weather Service has issued an Excessive Heat Warning for our area starting tomorrow, May 28 through Fr… https://t.co/gXZ3oxcesm",1265783617013248001,140,2020-05-27 23:15:06,Twitter Web App,20,5
86,"@michelleblackxo Parking at the Temple of Sinawava has been filling very early (like 6:30am). The Narrows is open,… https://t.co/sqzreuXdtm",1265783003818504192,139,2020-05-27 23:12:39,Twitter Web App,0,0
87,@Tamhoang2404 Early estimates are that between 10% and 20% of the cars that enter the park can access the Scenic Dr… https://t.co/cZn39B6tSd,1265782453207101441,140,2020-05-27 23:10:28,Twitter Web App,1,0
88,"@loganadams32 The road is open intermittently, only as space allows. There is no schedule, there is no place to wai… https://t.co/Ss6ZZpMHf1",1265782034200268800,140,2020-05-27 23:08:48,Twitter Web App,1,0
89,"@BillGeiger12 Currently, you are allowed to walk or bike the road when it is closed to vehicles. Please note that i… https://t.co/NTCimnonjw",1265781803714936832,140,2020-05-27 23:07:53,Twitter Web App,1,0
90,"@AdamSchem51 At this time, there are no plans to open the chains section of Angels Landing. Updates will be posted… https://t.co/ZqYcMmZ0N6",1265679240596320261,139,2020-05-27 16:20:20,Twitter Web App,0,0
91,Excessive Heat Warning in our area for May 28 through May 29 (Thursday and Friday). Take extra precautions if you w… https://t.co/KIZ8Juo5Sm,1265648055891550210,140,2020-05-27 14:16:25,Twitter Web App,67,18
92,@ItsJoshuaMurer The road opens intermittently and only if there is space available. There is no schedule. Please ha… https://t.co/jUY50Wc4Jj,1265645975726485505,140,2020-05-27 14:08:09,Twitter Web App,0,0
93,@Bowler_832 The campground is not on the Scenic Drive and access will be maintained all day.,1265645609358262272,92,2020-05-27 14:06:42,Twitter Web App,0,0
94,"Wednesday at 8:00 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space bec… https://t.co/CQVy4RHB5E",1265645226917429250,140,2020-05-27 14:05:11,Twitter Web App,7,3
95,"Tuesday at 9:10 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space becom… https://t.co/91eJmO3egH",1265300056954990594,140,2020-05-26 15:13:36,Twitter for iPhone,23,5
96,"@trevorjensen03 You chances are generally better after 3pm, but this weekend has been very busy. The road will only… https://t.co/AaLv9A3f03",1265002103686049792,140,2020-05-25 19:29:38,Twitter Web App,3,0
97,"@Vivirencoloress If the Zion-Mount Carmel Hwy is open, then you should have no trouble. The Hwy can be temporarily… https://t.co/gX8s8W7vD3",1265001903584239616,139,2020-05-25 19:28:51,Twitter Web App,2,0
98,@JamesCl26572803 Go to the Visitor Center for both junior rangers and passport stamps. They are open 9am-4pm.,1264927788747743232,109,2020-05-25 14:34:20,Twitter Web App,0,0
99,"@Lewdogg3 Yes, if parking is available. The Visitor Center is not on the Scenic Drive. Parking is currently availab… https://t.co/cEwfYwugb2",1264927441077690369,140,2020-05-25 14:32:57,Twitter Web App,1,0
100,"6:36am-Monday:
Parking along the Zion Canyon Scenic Drive is full. The scenic drive is closed until parking becomes available.",1264898628235091968,126,2020-05-25 12:38:28,Twitter for iPhone,40,2
101,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/fQDqQyAx5P,1264706606446477312,140,2020-05-24 23:55:26,Twitter Web App,16,3
102,@mindiallen Different areas close at different times based on available parking. The Zion Canyon Scenic Drive is fr… https://t.co/tgSDbISPxd,1264706344822517760,140,2020-05-24 23:54:24,Twitter Web App,1,0
103,@StaceyMcNeely11 There is no estimate for when shuttles may return. Updates will be posted here: https://t.co/FK13jV3Khc,1264667295562952704,120,2020-05-24 21:19:14,Twitter Web App,1,0
104,"@jayelli08812750 You may be delayed if you plan to drive through the park. The roads will be opened intermittently,… https://t.co/IydrKr1SSZ",1264667130500272128,140,2020-05-24 21:18:34,Twitter Web App,0,0
105,"@Vivirencoloress The roads will be opened intermittently, only as space is available.",1264666956507971584,85,2020-05-24 21:17:53,Twitter Web App,1,0
106,@danocode3 You can walk or bike to the Visitor Center for more info.,1264611901192851458,68,2020-05-24 17:39:07,Twitter Web App,1,0
107,"Sunday at 11 AM - 
All parking in Zion Canyon is full. Parking is available in Springdale.",1264603280379764736,90,2020-05-24 17:04:51,Twitter Web App,27,3
108,"@BillGeiger12 Parking tends to open up again later in the day, like after 3pm. In the meantime, there are many othe… https://t.co/HgFw3yGwbp",1264590227743535104,140,2020-05-24 16:12:59,Twitter Web App,1,0
109,"@tdinhh Yes, but we would recommend stopping at the Visitor Center for more info. It is often quite far to your des… https://t.co/Mygx6EHk8e",1264589591954092033,140,2020-05-24 16:10:28,Twitter Web App,1,0
110,"Sunday at 6:30 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space become… https://t.co/FCh0M7yQyX",1264534385144942592,140,2020-05-24 12:31:05,Twitter for iPhone,45,6
111,"@Awwwwscar The bottom up Narrows is open, but parking is very limited. More info on our website: https://t.co/k7JJlD0fvN",1264348525317390338,120,2020-05-24 00:12:33,Twitter for iPhone,0,0
112,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/hBCSW6qnmA,1264347209312567296,140,2020-05-24 00:07:19,Twitter for iPhone,15,2
113,"@cjain1 The road will open only as space is available, there is no schedule or place to wait. Generally, after 3 pm… https://t.co/VRghx6LszU",1264314853751025664,140,2020-05-23 21:58:45,Twitter for iPhone,0,0
114,"@mindiallen Sorry for the delay, all our staff were busy this morning. This post is meant to help people plan for tomorrow.",1264314079704801280,123,2020-05-23 21:55:41,Twitter for iPhone,2,0
115,Zion Canyon parking is full. The South Entrance to Zion National Park temporarily closed at 10:20 am. No parking av… https://t.co/rCxnasUd9W,1264289333625798658,140,2020-05-23 20:17:21,Twitter for iPhone,43,7
116,"Saturday at 7:00 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space beco… https://t.co/jbXb50Yhct",1264181158130053121,140,2020-05-23 13:07:30,Twitter for iPhone,84,17
117,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/aIrkyrV56R,1263981536015028224,140,2020-05-22 23:54:16,Twitter Web App,11,1
118,"Friday at 9:25 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space become… https://t.co/yfWN3lXrks",1263854983100817409,140,2020-05-22 15:31:23,Twitter Web App,13,4
119,"Current trail closures:
-Angels Landing
-Canyon Overlook
-Lower Emerald Pools
-Observation Point (East Rim from Wee… https://t.co/e3LLjdYmB6",1263834561433104386,140,2020-05-22 14:10:15,Twitter for iPhone,11,3
120,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/PTgOF5DCkp,1263602279199813632,140,2020-05-21 22:47:14,Twitter Web App,16,1
121,@kollywbry You can check the status of trails on our website: https://t.co/1Vu3tQd4hg,1263544967651225600,85,2020-05-21 18:59:30,Twitter Web App,1,0
122,"@kylendmiller There is no estimate for opening the chains section of Angels Landing, but updates will be posted her… https://t.co/r2KtWf23uM",1263544698980888576,140,2020-05-21 18:58:26,Twitter Web App,1,0
123,@superfluous9 The Zion-Mount Carmel Hwy will remain open unless we specifically need to close it (we haven't needed… https://t.co/jxy0oJed6w,1263544351147229186,140,2020-05-21 18:57:03,Twitter Web App,3,0
124,"Thursday at 11:30 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space bec… https://t.co/U4C3Lj0gBG",1263523101490339842,140,2020-05-21 17:32:37,Twitter Web App,30,2
125,"Limited Operations continue at Zion National Park. 
Day use only. Shuttles will not be operating. Parking is limite… https://t.co/jcXLyCpEO4",1263500506103595008,140,2020-05-21 16:02:50,Twitter for iPhone,14,3
126,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/nHcHw7uUN0,1262159748620619777,140,2020-05-17 23:15:08,Twitter for iPhone,24,2
127,"Sunday at 10:55 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until space becom… https://t.co/NrRDHWezz4",1262063314860773377,140,2020-05-17 16:51:56,Twitter Web App,14,2
128,"@nsow Intermittent access will be throughout the day, only as space is available. Last entry is 6pm.",1261809863551672320,100,2020-05-17 00:04:49,Twitter Web App,1,0
129,The last entry to the Zion Canyon Scenic Drive is 6pm. The Scenic Drive will reopen in the morning at sunrise. Read… https://t.co/nB3m7vzHVv,1261809555773636608,140,2020-05-17 00:03:36,Twitter Web App,18,2
130,"Saturday at 10:10 AM - 
Parking is full on the Zion Canyon Scenic Drive. The Scenic Drive is closed until further n… https://t.co/Rj9bMs0Owj",1261692364021587970,140,2020-05-16 16:17:55,Twitter Web App,39,3
131,@loud_stroud_ Subway is closed. Read more here: https://t.co/FK13jV3Khc,1260925274339676161,71,2020-05-14 13:29:46,Twitter for iPhone,0,0
132,@hopham13 Follow the link to read details: https://t.co/FK13jV3Khc,1260925166537695233,66,2020-05-14 13:29:21,Twitter for iPhone,1,0
133,"Current trail closures:
-Angels Landing
-Narrows
-Lower Emerald Pools
-Observation Point (East Rim from Weeping Roc… https://t.co/NM6OUC5bOW",1260558081613684736,140,2020-05-13 13:10:41,Twitter for iPhone,19,10
